promo,price,marketing,month,sales,success
1,39,25,1,22.09091591119193,0
1,12,45,2,92.48242821549943,1
0,9,16,5,13.531410660008135,0
0,72,10,6,0.0,0
1,8,85,9,162.42834503237228,1
0,57,37,5,0.0,0
0,78,58,1,0.0,0
1,72,52,4,0.0,0
1,45,73,6,75.03603530188185,1
1,20,73,7,113.66346812900272,1
1,93,29,8,0.0,0
0,83,84,3,32.499348062613876,0
1,61,37,8,0.0,0
1,9,83,8,160.35561751226896,1
1,4,40,10,81.4360734808352,1
1,32,11,7,0.0,0
1,16,76,10,142.91964024119022,1
0,86,3,3,0.0,0
0,21,77,9,106.24586624091063,1
0,28,4,1,0.0,0
0,97,20,2,0.0,0
0,82,60,11,0.0,0
0,22,94,6,130.078218033349,1
1,38,40,8,30.409380990795555,0
1,52,12,8,0.0,0
1,66,23,9,0.0,0
1,93,89,3,45.45248990431865,1
1,87,72,3,12.421548865790971,0
1,97,10,1,0.0,0
0,5,38,11,70.12258531651406,1
1,24,26,3,41.57165002316195,1
0,56,17,7,0.0,0
0,5,84,6,154.98169742685124,1
1,36,61,2,91.2372517535747,1
1,16,17,5,20.700375615024054,0
0,93,65,1,0.0,0
0,7,41,3,82.30197982429303,1
0,15,6,2,2.3193210094488284,0
0,20,44,10,45.016812600862636,1
0,15,18,7,0.0,0
1,57,24,12,0.0,0
1,37,87,6,114.29589307159705,1
1,91,71,3,12.13099634326456,0
1,26,13,8,0.0,0
1,54,85,12,102.024348552338,1
1,66,57,7,8.694341056277379,0
0,62,87,1,82.90260100667003,1
0,79,74,4,10.677248619847068,0
1,20,33,12,55.8905411422848,1
0,51,53,7,8.416629209333319,0
0,80,53,12,0.0,0
0,86,71,7,0.0,0
1,62,24,1,0.0,0
0,65,33,11,0.0,0
1,86,24,10,0.0,0
0,62,29,9,0.0,0
0,94,16,12,0.0,0
0,13,3,3,7.897656144984115,0
0,35,94,11,123.22988612478197,1
1,12,7,3,16.11308762509315,0
0,9,88,12,172.35069357806722,1
0,47,0,3,0.0,0
1,23,77,7,119.26269424687172,1
1,41,32,10,9.40095806309199,0
0,44,51,1,27.24251695055083,0
1,62,28,1,0.0,0
1,94,49,11,0.0,0
0,85,45,1,0.0,0
1,38,52,8,42.52464713227504,1
1,33,39,12,37.38586189194783,0
1,77,53,8,0.0,0
0,13,82,6,127.9140310299329,1
0,54,43,6,0.0,0
0,42,36,8,0.0,0
1,19,13,7,0.0,0
1,62,35,7,0.0,0
0,32,12,2,0.0,0
0,19,18,8,0.0,0
1,65,95,9,82.99040799995473,1
1,18,8,9,0.0,0
1,67,48,1,11.617822547440333,0
0,17,83,9,126.10828348695513,1
1,44,95,9,118.81402845041464,1
0,80,14,3,0.0,0
1,23,16,11,10.172462046194553,0
0,76,37,7,0.0,0
0,72,55,6,0.0,0
0,90,95,9,14.684131246816175,0
1,17,20,7,12.42852186553265,0
1,71,16,7,0.0,0
0,93,25,4,0.0,0
1,76,87,12,67.59308834765892,1
0,19,3,12,0.0,0
0,82,38,2,0.0,0
0,11,11,9,0.0,0
1,59,15,1,0.0,0
0,50,91,5,93.44585740825129,1
1,53,0,12,0.0,0
0,52,32,3,0.0,0
0,4,91,5,171.3456460639015,1
0,51,60,3,43.912946113950575,1
1,93,7,9,0.0,0
0,44,46,6,0.0,0
1,28,97,8,152.6591309827165,1
1,99,40,12,0.0,0
0,10,52,7,81.77936581980295,1
1,49,53,9,27.794401390010545,0
1,51,66,2,62.685076548351056,1
0,48,18,3,0.0,0
0,92,83,12,20.122988961301147,0
0,42,98,11,131.9398554805713,1
1,97,14,8,0.0,0
0,7,81,5,140.64094503524828,1
1,73,81,3,65.16076197988389,1
1,59,74,11,61.85028133916082,1
1,24,37,10,48.26119295924024,1
0,23,46,3,54.23523785630134,1
1,72,83,8,39.51746713774204,0
0,64,15,8,0.0,0
0,61,82,6,48.692776400713086,1
0,6,92,12,187.20359560834828,1
0,60,68,2,43.04435268449849,1
0,98,34,4,0.0,0
0,2,55,2,118.5020568680958,1
0,47,5,9,0.0,0
0,49,93,8,88.48812474562807,1
1,89,34,12,0.0,0
0,29,5,7,0.0,0
1,48,79,2,101.48415694075929,1
1,72,65,6,0.0,0
1,6,62,2,138.02544454719413,1
1,80,5,9,0.0,0
1,82,75,9,10.393725303400885,0
1,72,63,11,16.306630946518823,0
1,65,79,5,65.55304742933679,1
1,75,82,4,58.98605376528602,1
0,78,21,1,0.0,0
0,90,21,5,0.0,0
1,43,92,6,115.93949393593437,1
0,46,53,10,20.675559954092947,0
1,64,43,10,0.0,0
0,20,28,2,35.772591159030526,0
0,85,63,4,0.0,0
1,77,75,7,23.586096507506475,0
1,63,0,5,0.0,0
1,30,55,1,93.4345635002146,1
0,35,99,11,137.1874102645363,1
1,44,28,9,0.0,0
1,66,28,7,0.0,0
